,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,LastGame_home,LastGame_away,PastShot_home,PastShot_away,PastGoaldiff_home,PastGoaldiff_away
2340,6,27,1,7,4,6,0,7,0,1,0,0,1379.1111917253222,2084.3337277215805,7,7,80,169,-11,14
2341,15,11,2,2,6,14,6,7,1,2,0,0,1280.7909310283042,1379.8703759581294,7,7,89,104,-8,-1
2342,15,10,6,4,16,12,9,3,2,2,0,0,1519.9503812372993,1341.360846510144,7,6,56,117,-1,-11
2343,19,8,7,4,12,15,5,5,2,2,0,0,1901.768584488614,1304.4873282126446,7,6,172,135,-1,-3
2344,8,11,3,5,10,17,7,4,3,4,0,0,1338.8446483614764,1433.393643083025,7,5,128,151,4,3
2345,11,9,5,4,11,15,3,1,1,3,0,0,1440.5545763345224,1431.6519276817744,7,5,94,143,7,-9
2346,5,10,3,0,14,10,2,2,4,3,0,0,2014.374857525953,1974.881558144651,8,8,195,152,14,13
2347,15,10,4,6,18,11,11,6,4,3,0,0,2050.616831381126,1841.232152900364,8,8,142,123,7,-1
2348,9,7,4,3,15,9,10,5,2,1,0,0,1831.9760179818554,1549.1966644971224,8,8,117,128,5,10
2349,11,10,3,3,10,11,7,5,2,2,0,0,1338.2625247559424,1255.1600567877933,8,8,126,133,-2,-12
2350,25,4,9,4,9,13,10,0,2,2,0,0,1974.8626626105345,1280.8318200140147,13,14,150,96,8,-6
2351,17,22,3,6,3,10,5,7,0,1,0,0,1351.3525591891691,1338.2776404570338,14,13,118,124,-10,1
2352,7,14,4,5,13,7,3,2,1,1,1,1,1379.8294869724189,2014.3937530600697,14,13,104,169,-4,17
2353,15,10,6,2,11,16,3,4,2,2,0,0,1841.2249767774783,1360.3683207589127,13,14,116,75,-4,-10
2354,20,19,12,7,11,9,3,4,1,2,0,1,2103.07659868799,1831.9807654174379,14,13,180,112,14,4
2355,19,7,6,2,13,15,10,7,0,3,0,0,1441.6296046457599,1509.9586685582742,14,14,138,71,-8,-1
2356,20,12,11,1,11,8,5,6,1,3,0,0,1549.19191706154,1338.884906628719,13,14,132,115,9,2
2357,15,15,6,5,10,15,7,2,2,3,0,0,1255.144941086702,1901.7693326469398,14,15,128,177,-14,-1
2358,17,13,3,5,17,7,3,5,4,1,0,0,1433.3533848157824,1430.576899370537,15,15,148,95,1,6
2359,8,22,2,7,6,8,0,11,1,2,0,0,1304.4865800543187,2050.624007504012,16,15,124,132,-5,4
2360,17,6,4,3,12,17,14,1,3,2,0,0,1920.6115758218157,1290.8313666727056,6,7,166,93,2,-4
2361,20,8,2,1,10,12,6,3,0,2,0,0,1549.2069434893833,1433.3837284856631,7,6,138,148,15,3
2362,11,15,3,5,11,9,3,3,3,3,0,0,1338.8698802008755,1964.8631159518436,7,7,119,155,-7,5
2363,7,9,3,4,7,10,2,2,0,0,0,0,1430.5465557006562,1509.9173152158455,6,7,97,78,2,-2
2364,17,8,4,6,14,8,6,3,3,1,0,0,1296.5923225016315,1360.768213653247,5,7,121,108,-4,-3
2365,12,21,4,5,12,14,4,8,2,1,0,0,1358.2545093344904,2103.0822941764404,7,7,137,182,4,16
2366,14,15,3,6,12,7,5,4,4,2,0,0,1331.3756903117126,1841.2266288269843,8,8,123,122,-8,1
2367,19,9,7,4,13,14,4,7,3,5,0,1,2058.518265056699,2033.4550263792416,6,8,137,172,5,16
2368,17,8,2,2,9,12,10,2,2,4,0,0,1831.9750699289873,1441.6709579881885,8,8,115,149,0,-4
2369,11,15,4,6,11,14,2,4,0,2,0,0,1236.302697911826,1360.3666687094067,8,9,129,70,-14,-15
2370,32,6,13,2,5,9,18,1,0,1,0,0,1983.6002728074257,1312.207846748403,7,6,155,125,6,-9
2371,18,7,8,1,8,12,13,2,0,0,0,0,2043.412379276416,1236.419501027231,6,5,158,132,16,-11
2372,17,8,3,0,10,15,11,0,2,3,0,1,1860.394472390294,1430.607560908634,6,7,128,92,4,5
2373,8,10,1,3,6,9,7,4,1,0,0,0,1300.8304752215365,1549.2249190800298,7,7,97,140,-2,15
2374,14,8,5,3,5,12,8,3,0,1,0,0,1509.8563100078677,1281.6808497496597,7,7,87,125,-4,-2
2375,14,6,3,3,13,8,7,2,4,3,0,0,1461.66534880127,1910.6124672729848,6,7,135,157,-6,2
2376,21,10,6,2,14,13,9,2,1,1,0,0,1433.3657528950166,1360.9864486833214,7,7,133,129,-1,3
2377,12,18,1,7,12,11,3,9,3,3,1,0,1360.2498655940017,1811.9806791159058,6,7,80,120,-13,1
2378,16,9,6,2,15,9,7,4,3,1,0,1,2100.3503548276094,2048.560912159525,8,7,185,138,11,3
2379,9,8,1,7,12,19,11,2,0,3,1,0,1375.6796864052187,1320.1327233452935,9,9,106,120,-3,-11
2380,14,12,3,1,17,17,7,1,6,4,0,0,1312.2065394847098,1281.1583113965655,7,7,115,93,-14,-1
2381,12,15,4,5,9,12,5,7,2,5,0,0,1909.4043866661623,2043.4130285242115,7,7,150,148,0,16
2382,23,6,5,1,8,12,11,4,1,3,0,0,2048.462124252631,1355.7879624951697,6,5,139,100,2,-5
2383,17,23,4,6,9,10,7,7,4,2,0,0,1236.4188517794355,2100.4491427345033,7,6,129,173,-11,10
2384,18,5,6,0,10,12,13,4,2,2,0,0,1568.8970829050008,1489.879833145793,7,7,135,101,16,-5
2385,21,12,5,4,9,10,13,2,0,3,0,0,1370.915911233632,1341.7379515297168,7,6,136,88,5,-11
2386,10,16,3,7,11,13,5,4,1,2,0,0,1340.0244472553425,1850.4006431620803,6,8,108,134,-7,2
2387,11,12,5,4,10,16,6,10,5,5,0,0,1440.6013901368476,1983.6015800711189,8,8,92,173,3,7
2388,14,11,4,4,20,13,5,5,3,2,1,0,1830.4925931801906,1423.436290344706,7,8,126,139,-1,-2
2389,10,8,2,3,12,6,7,4,0,0,0,0,1301.6573266117343,1462.8734294080925,8,8,116,141,0,-4
2390,23,12,9,2,12,8,11,5,2,1,0,0,1977.110699346849,2048.46617079041,13,14,171,148,5,4
2391,21,5,8,1,7,9,15,0,1,0,0,1,2063.0073593731117,1282.9748819873148,14,13,152,116,15,-2
2392,14,14,4,3,10,13,1,5,2,3,0,0,1855.241256948282,1361.184663734592,13,14,137,139,2,6
2393,13,10,4,5,18,12,6,9,2,3,0,0,1489.7017969864282,1335.1838334691408,14,13,95,111,-7,-7
2394,23,8,10,3,13,9,7,3,2,1,0,0,2097.5979610910663,1447.0922708611174,14,13,183,98,8,3
2395,14,13,6,4,12,15,16,7,2,3,0,0,1481.555874032512,1239.2700334228723,13,14,137,127,0,-10
2396,25,5,4,4,10,9,14,0,2,2,0,0,1453.3670424806048,1312.3472189630265,13,14,138,120,0,-11
2397,15,12,5,1,21,10,4,3,1,2,0,0,1355.7839159573903,1889.8100558172623,15,15,102,150,-5,-2
2398,10,23,2,6,15,9,3,9,3,1,1,0,1281.0176319182488,1800.561841044292,15,14,94,130,-3,-3
2399,7,15,1,4,15,17,2,8,1,2,0,0,1351.4691990287567,1569.0751190643657,16,16,93,141,-12,19
2400,11,18,4,7,8,8,1,5,3,4,0,0,1331.6023587102002,1348.221226039392,7,5,113,91,-9,-12
2401,16,13,3,4,11,9,5,5,0,3,0,0,1875.9764258850207,1434.1119027334312,6,7,151,144,-2,-1
2402,12,4,6,2,12,12,7,0,2,2,0,0,2067.531217663493,1275.2082508360895,7,6,150,95,5,-4
2403,32,19,6,5,8,17,11,5,3,2,0,0,1238.9108068363644,1480.1272721110731,7,7,131,102,-7,-5
2404,12,24,3,6,13,10,2,8,3,2,0,0,1344.758358344496,2063.0202258636327,7,7,110,146,-7,15
2405,18,11,4,5,6,12,4,6,0,2,0,0,1447.062770411216,1369.6175458896319,7,6,96,108,1,-1
2406,9,17,1,5,9,10,4,4,2,1,0,0,1282.9620154967936,1958.045652473766,7,7,113,181,-4,4
2407,12,7,3,1,9,16,6,2,3,2,0,1,1361.1324481460886,1481.91510061902,7,7,136,140,3,1
2408,13,15,4,6,10,13,8,6,1,2,0,1,1572.3230920537305,2097.6274615409675,6,8,148,197,19,7
2409,13,10,6,5,15,5,3,4,5,1,0,0,1806.3712221264511,1855.2934725367854,7,8,135,143,-6,3
2410,12,11,2,4,12,12,2,5,2,2,0,0,1324.8013957151147,1471.205020955757,3,3,115,129,-9,0
2411,17,5,5,3,16,15,8,2,2,2,0,0,1375.4585993004039,1355.0221890344774,3,3,107,98,-1,-13
2412,20,11,4,3,11,10,7,4,1,2,1,0,1469.329117874246,1876.2953364530294,3,3,112,150,-6,-4
2413,10,5,3,4,8,13,2,2,2,4,0,0,2067.6080536282334,1433.7929921654224,3,3,155,150,8,-3
2414,18,5,7,1,8,12,9,2,2,2,0,0,1441.221717000444,1249.7089610731914,3,3,99,145,-2,-7
2415,23,11,5,6,11,17,7,3,2,1,0,0,1282.1508717425513,1371.8425278093516,3,3,106,144,-2,6
2416,19,6,8,1,7,14,9,4,0,2,0,0,1958.8567962280083,1570.9855424683205,4,3,174,143,5,14
2417,12,10,8,2,9,9,1,6,1,1,0,0,2053.90191818114,1816.6650399597108,4,3,158,141,12,-2
2418,13,8,5,1,8,12,6,4,1,1,0,0,1844.9996547035257,1275.1314148713493,3,4,136,90,5,-6
2419,8,15,2,4,9,8,2,0,1,1,0,0,1353.876666026989,2098.9650111263772,4,3,106,196,-6,11
2420,12,6,2,3,10,16,3,2,1,1,0,0,1282.8536689888217,1277.753405702487,3,4,87,118,-6,-1
2421,15,7,2,1,12,15,5,7,1,3,0,0,1877.6732058321377,1353.8083869125685,4,3,143,108,-1,-9
2422,19,9,3,2,8,11,11,7,3,3,0,0,2099.0332902407977,1837.2774005860533,3,3,196,138,14,3
2423,9,26,3,8,8,6,1,10,2,3,1,0,1467.4876848910878,2066.7264594323133,4,3,131,141,4,13
2424,11,15,6,3,12,12,3,11,1,1,1,0,1242.2194436436423,1328.5187317797838,4,4,141,116,-5,-9
2425,13,15,4,6,17,14,3,9,3,2,0,1,1433.0268925420285,1963.0730122911043,4,3,131,178,-3,6
2426,14,16,3,4,11,10,2,12,1,0,0,0,1803.8404987085378,1365.3575576072806,3,4,136,110,-5,-2
2427,16,10,7,4,9,14,5,5,4,4,0,1,1365.1232307276007,1467.9512484951379,5,5,98,124,-13,-9
2428,15,11,7,2,11,18,7,4,0,1,0,1,1376.239993849416,1448.711234429993,5,5,139,106,7,2
2429,15,3,4,2,12,9,5,1,2,1,0,0,1566.7693264052245,2068.3741532516274,5,6,139,146,9,5
2430,17,10,4,4,14,15,9,6,2,2,0,0,1928.2390701034958,1487.4032282428607,7,7,184,115,2,5
2431,7,15,2,4,15,11,2,5,1,3,0,0,1309.832381906962,1566.698837163777,7,5,114,143,-11,7
2432,12,8,3,0,13,13,5,4,3,3,0,1,2046.8109160805404,1289.2545932890148,7,7,161,89,12,-6
2433,10,7,3,3,12,11,9,8,2,0,0,0,1365.8956032945962,1467.860834729637,7,7,116,136,-3,-2
2434,7,9,1,4,15,13,8,2,0,2,0,0,1448.7888745045889,2110.7823796844373,6,7,119,199,-12,15
2435,13,19,4,8,11,18,6,8,2,2,0,0,1359.5710936495027,1395.351841606828,7,6,101,141,-9,7
2436,13,7,5,2,17,12,4,2,4,2,0,1,1271.352481402294,1384.2856047181497,7,6,114,108,-2,-9
2437,11,19,6,9,13,14,2,7,4,3,0,0,2068.4446424930748,1871.9104990952035,6,8,133,147,8,1
2438,15,10,3,4,7,17,7,9,3,4,0,0,1429.599386672581,1803.3024530212222,7,8,112,143,1,-4
2439,13,17,5,4,11,12,1,8,1,1,0,0,1825.5283111424137,1260.9057935164642,9,9,130,131,3,-3
2440,10,16,4,9,9,10,3,9,1,1,1,0,1364.6288182960036,2095.8078913573936,7,6,108,136,-7,10
2441,11,13,3,3,14,16,4,5,2,2,0,0,1284.9928978318424,1429.531595076576,7,6,87,120,-6,0
2442,15,6,3,1,17,5,8,6,2,1,0,0,2110.7998711798086,1375.4275855385727,7,7,188,110,14,-5
2443,17,16,7,6,16,8,5,11,1,0,0,0,1243.3531344947817,1291.00926782444,5,7,138,107,-4,-5
2444,11,13,3,4,11,10,4,6,1,1,0,0,1546.9317089496335,1843.0809701640962,7,5,139,132,5,5
2445,23,9,6,5,9,8,9,6,1,0,0,0,1803.3702446172272,1329.5995101211054,6,7,147,111,-3,-6
2446,10,10,2,4,8,17,9,4,0,3,0,0,1385.9257243433603,1448.7713830092177,7,7,147,119,8,-11
2447,27,7,10,3,6,14,10,6,0,3,1,0,1844.5472502308844,1939.8483934225846,7,8,142,185,-2,5
2448,15,16,7,3,15,15,7,1,4,4,0,0,1475.7939049237718,1368.9972109129703,8,8,109,99,3,-9
2449,13,15,2,6,11,4,6,5,3,0,0,0,1458.3288524856605,2051.072611537713,9,9,131,156,-3,11
2450,15,16,5,2,6,15,6,2,1,4,1,0,1930.0801093463854,1263.0166016728465,5,6,182,145,7,-1
2451,16,10,0,3,7,5,8,2,0,1,0,0,1314.469998664813,1854.3155343070837,6,5,110,150,-7,-3
2452,28,6,9,0,8,14,8,6,0,3,0,0,2051.0857115170224,1405.6431274795889,4,6,166,146,11,8
2453,11,13,4,6,15,10,8,4,1,0,0,0,1367.8110680815546,1566.8531862948162,6,6,105,143,-6,9
2454,16,12,5,2,9,15,9,3,2,3,0,0,1823.1594928189136,1458.315752506351,6,4,135,133,3,-3
2455,22,8,6,3,10,14,11,1,1,2,0,0,1429.0539798729892,1818.4997560735196,6,6,114,161,-13,-3
2456,9,8,4,4,16,9,4,5,1,2,0,0,2085.8156303067094,1475.0776582524534,6,5,137,115,9,2
2457,12,13,3,5,12,6,10,4,4,2,0,0,1369.7134575842888,1284.7794678206208,5,6,107,83,-10,-9
2458,7,11,2,3,17,12,4,0,1,4,0,0,1429.7450250877976,1374.6210793466878,6,6,122,112,1,-5
2459,18,9,6,5,5,9,10,6,0,1,0,0,1271.3458006463752,2118.4163886368265,6,6,115,176,-5,15
2460,14,15,3,3,4,11,4,4,1,4,1,0,1355.143380187553,1369.0995467987486,2,2,113,107,-3,-4
2461,18,4,5,2,12,12,7,1,0,1,1,1,1285.393378606161,1429.0129220051313,2,2,92,129,-7,-13
2462,17,12,6,3,18,9,10,3,4,1,0,0,2118.4216711966233,1314.4525249730398,2,2,165,109,14,-6
2463,13,9,6,2,13,8,8,3,2,2,0,0,1456.8925981967234,1820.4234832135028,2,2,104,136,-1,-1
2464,11,10,3,3,11,17,9,4,2,1,0,0,1252.5741741854254,1367.688296351381,2,2,146,109,-1,-7
2465,9,7,1,1,23,14,4,6,2,2,1,0,1566.9759580249897,2062.2045306115842,2,2,136,180,3,12
2466,13,15,3,4,11,14,5,3,0,2,0,0,1461.0517621117617,1271.3405180865784,2,2,128,125,-3,-7
2467,9,9,4,5,11,19,3,6,2,4,0,0,1818.5408139413776,2104.0006903624394,2,2,150,124,1,11
2468,14,21,4,7,12,13,7,8,3,3,0,0,1394.524308385027,1940.5225368338065,2,2,130,172,4,8
2469,21,11,11,4,8,5,6,3,1,0,0,0,1854.3330079988568,1449.2227242469323,3,3,145,116,-3,3
2470,14,6,3,0,11,12,5,2,1,1,0,0,1364.7797718171473,1357.9088470414274,4,4,112,111,-1,-7
2471,14,9,5,3,16,15,4,8,2,3,0,1,1285.216232766352,1800.4754478954806,4,4,104,130,-8,-4
2472,18,16,6,3,13,10,4,5,2,2,0,0,1870.0841276457393,1429.1900678449401,3,4,149,124,0,-10
2473,32,4,12,4,14,7,10,4,2,3,0,0,2113.0142266355997,1359.4631551691543,4,4,161,111,15,-2
2474,10,15,4,4,12,13,5,5,2,4,0,0,1476.8406335147456,1319.8599695340633,4,4,109,107,-1,-4
2475,24,25,6,6,22,5,4,9,4,0,0,1,1262.353623495379,1433.47160460005,4,3,146,120,-3,-2
2476,13,11,6,6,14,7,2,7,2,1,0,0,1576.9502684031045,1940.5549211540756,4,4,125,178,2,7
2477,11,6,2,2,8,12,11,7,0,0,0,0,1479.7693341594077,2094.09284928173,4,4,133,114,0,11
2478,11,19,8,7,14,10,5,3,3,1,0,0,1828.4486550220868,2052.2302202334695,4,4,142,178,2,12
2479,8,14,3,3,6,13,0,1,1,0,0,0,1394.491924064758,1252.6229460389325,4,4,132,123,2,-9
2480,18,17,7,7,14,9,10,6,2,2,0,0,1311.4978914201945,1272.0661785453128,9,9,116,163,-1,-2
2481,9,11,5,5,13,13,7,4,2,3,0,0,2022.646193501986,1485.2027116286145,9,9,179,105,9,-2
2482,21,9,7,5,9,14,4,6,5,3,0,0,1348.4667645436016,1858.0326817535702,9,9,108,135,-5,3
2483,11,18,4,2,9,10,4,9,1,2,0,0,1770.520447024883,2118.6188347351563,9,9,122,177,-6,15
2484,11,12,3,1,18,6,6,6,1,1,1,1,1422.6898852191127,1374.2218543149731,9,9,126,114,-9,0
2485,5,21,1,4,12,11,6,6,1,4,1,0,1353.858547069598,1876.5843102715667,9,9,107,161,-5,1
2486,19,11,3,5,9,7,4,5,0,1,0,0,1423.759049550116,1402.2150900125832,9,9,137,130,-2,2
2487,9,12,3,2,5,13,5,2,1,0,0,0,1244.8997800911072,1315.1712336369496,9,9,129,110,-10,-5
2488,14,7,6,2,11,11,9,1,0,3,0,0,1920.658882007751,1489.7423574796662,10,10,157,123,2,0
2489,10,9,0,1,9,10,3,5,2,3,0,0,2084.1198259614716,1596.8463075494292,10,10,111,128,12,3
2490,15,12,4,5,13,11,9,5,1,1,0,0,1356.6643228898033,1876.7033540468403,7,7,114,170,-1,3
2491,7,11,4,4,10,20,5,7,1,3,0,0,1330.0236249214056,1368.381240948471,7,7,120,123,-1,-3
2492,7,13,3,3,9,6,6,5,1,0,0,0,1440.2474166442826,1480.5248195973147,7,6,132,119,-6,-4
2493,16,5,3,3,9,8,9,0,0,2,0,0,1477.4371072127544,1612.5454081103953,7,6,108,119,-6,2
2494,18,12,4,7,12,10,3,3,3,2,0,0,1253.5404450441017,2068.4207254005055,7,6,163,98,-3,10
2495,11,21,0,11,9,13,1,2,0,0,0,0,1431.0239460524535,2030.4117979178461,7,7,145,173,-3,10
2496,25,8,8,4,14,8,6,6,1,2,0,0,1838.1182053487007,1353.7395032943243,7,7,130,102,3,-6
2497,12,9,4,3,12,5,16,3,3,3,0,0,2108.8637590164403,1929.8764198901024,8,7,172,159,15,6
2498,17,9,6,3,5,14,4,7,1,3,0,0,1394.9501935102458,1297.1209989119623,8,8,120,110,2,-5
2499,17,5,4,0,11,12,8,1,3,2,0,0,1780.2755227435987,1262.9500148160946,9,9,117,128,-6,-7
2500,3,10,2,5,12,14,1,4,0,2,0,0,2031.0398564043849,2095.5023053625678,14,13,173,161,13,12
2501,13,14,3,2,12,14,6,1,0,3,0,0,1372.243399934039,1771.288134825518,14,12,119,120,-4,-7
2502,13,12,8,5,15,13,3,3,4,1,0,0,1288.962744808665,1474.3245644396804,13,14,109,110,-7,-8
2503,21,7,7,2,12,12,5,7,1,1,0,0,1876.9573984410083,1403.108447613543,14,13,170,123,7,6
2504,12,4,5,1,8,12,4,3,0,1,0,0,2068.5055533714767,1435.9377554316752,14,14,98,126,11,-7
2505,15,14,3,4,11,12,3,5,2,2,0,0,1484.834480809922,1253.4556170731305,14,14,107,168,-2,-4
2506,8,13,3,4,12,12,6,3,3,1,0,0,1351.9358105372705,1326.1614659358377,14,14,100,122,-7,-3
2507,13,14,4,4,8,13,6,3,2,1,0,0,1271.9374027341753,1839.9218981057545,12,14,128,132,-5,3
2508,13,9,8,2,6,10,7,7,0,2,0,0,1943.2378735439747,1356.4102784956353,14,15,145,122,9,-3
2509,15,6,6,1,11,9,9,0,1,1,1,0,1615.6579508834693,1430.3958875659148,15,15,109,148,3,-7
2510,8,12,1,5,8,7,7,7,3,2,0,0,1356.2076827633864,2032.4202526665565,6,7,113,152,-8,13
2511,6,17,1,6,11,7,3,6,4,1,0,0,1773.5423986275368,1877.7128132373011,7,7,124,175,-5,8
2512,19,14,5,2,15,6,8,6,4,1,0,0,1435.4638180864379,1369.9891361320201,7,7,111,121,-8,-5
2513,18,7,5,3,9,8,13,1,2,4,0,0,2094.121909100396,1282.298515178401,7,7,156,118,9,-7
2514,12,16,3,5,13,16,3,4,2,2,0,0,1251.3049490447163,1597.3050751686392,7,6,150,111,-7,5
2515,16,4,7,1,11,13,7,1,3,4,0,0,1448.748763280745,1359.5934342395349,6,7,136,96,-6,-5
2516,23,7,8,3,8,12,10,3,3,5,0,0,1842.899063729299,1943.4404692762237,7,6,133,141,5,13
2517,12,12,5,5,10,15,5,6,0,4,0,0,1318.5038422335733,1268.9602371106307,8,8,124,132,-5,-7
2518,9,7,3,3,14,17,5,8,2,4,0,0,1480.9887940699446,1486.9851488383363,8,8,115,109,-4,1
2519,13,18,6,6,7,13,9,9,2,2,0,1,1402.35303281725,2068.9794907167143,8,8,118,98,3,10
2520,17,11,7,4,13,14,6,6,2,2,0,0,1940.1406729581302,1417.6171810962935,3,3,129,110,11,-7
2521,10,11,4,4,16,11,3,7,1,2,0,0,1292.2694654707955,1354.5684020818603,3,3,117,116,-7,-10
2522,16,14,7,5,13,17,5,7,3,6,0,0,1882.3677771501482,1846.1988600473926,3,3,181,146,6,9
2523,16,19,5,4,8,12,8,4,2,3,0,0,1368.2157329473341,1241.3766197398913,3,3,92,157,-2,-6
2524,21,7,7,4,8,13,10,2,3,3,0,1,2034.0595333480826,1768.8874347146898,4,4,152,117,11,-5
2525,7,5,3,1,10,11,5,2,1,2,0,0,1387.8357731221645,1472.676605651206,4,3,118,113,-3,-4
2526,11,13,7,3,15,8,5,8,4,3,0,0,2063.212378196323,1309.8910675298678,3,3,106,124,9,-5
2527,21,4,7,1,12,11,8,2,2,1,0,1,1607.2334044734641,1408.1201453376414,4,3,121,120,7,2
2528,17,14,5,8,6,11,3,2,1,2,0,0,1495.2973372570748,2084.150958808001,3,4,111,159,2,6
2529,11,10,4,3,11,12,5,4,2,1,0,0,1277.5730118143363,1440.1264645729457,3,4,121,134,-6,-8
2530,3,11,2,6,11,14,11,3,1,3,1,0,1352.8682978597944,1485.2068629446935,11,10,111,115,-13,-2
2531,14,10,5,5,9,9,7,7,1,2,1,0,2034.2644901525882,1309.8807209794577,10,10,147,122,13,-5
2532,22,12,3,4,15,14,10,1,1,3,0,0,1379.1550808169543,1940.2472567714547,10,11,109,131,-3,13
2533,16,8,6,3,18,16,5,7,0,4,0,1,1293.9695696928613,1270.638068165085,11,11,115,165,-5,-6
2534,16,8,9,1,9,8,7,3,3,2,0,0,2094.2414331203827,1481.3572979564162,10,10,154,109,8,-5
2535,13,5,2,1,11,12,11,2,1,2,0,0,1338.9542845221404,1279.0153870522022,11,10,101,126,-4,-4
2536,11,18,6,3,6,15,4,10,2,4,0,0,1438.6840893350798,2063.222724746733,10,10,133,114,-8,10
2537,18,15,3,4,7,6,4,7,0,1,0,0,1768.6824779101842,1417.510597282969,11,12,115,111,-5,-7
2538,13,6,5,4,11,14,6,1,2,3,0,0,1597.4604033126752,1883.2721104127831,11,12,127,182,8,7
2539,27,12,8,5,6,12,7,9,0,2,0,0,1845.2945267847576,1417.8931464984303,12,11,146,109,8,0
2540,13,8,6,2,14,8,6,4,0,0,0,0,1319.8726784134342,1446.8505053008073,7,7,125,129,-6,-6
2541,30,5,10,3,6,11,13,1,1,1,0,1,2055.0563087810056,1329.2348780658049,7,7,121,101,6,-4
2542,14,13,5,3,6,16,9,5,1,5,0,0,1481.3353243723254,1334.0022485606391,7,7,107,107,-7,-13
2543,17,1,2,0,9,10,5,2,2,2,0,0,1504.0729122438488,1294.3601696814505,7,7,119,123,-1,-2
2544,7,12,3,2,10,17,2,3,2,1,0,0,1288.7347935085377,1579.0626911276934,7,6,118,125,-5,7
2545,22,12,5,5,12,19,11,7,2,2,0,1,1427.865875347162,1360.5574034233834,6,7,102,121,0,-4
2546,17,8,4,2,12,5,8,9,2,0,0,0,1958.8449341650255,1758.7295379328675,8,7,126,120,11,-7
2547,11,8,5,1,8,16,3,0,1,3,0,0,1901.669822597765,2094.2634067044737,7,8,169,161,12,12
2548,16,3,8,1,15,13,0,3,2,4,0,0,1333.8815554494895,1290.0429984443924,3,3,110,109,-14,-3
2549,15,9,5,3,9,15,6,4,2,6,0,0,1294.2788126676473,1329.2303681689868,3,3,113,90,-2,-7
2550,23,9,3,3,11,10,10,2,0,2,0,0,1577.7544861918386,1380.3868785641532,3,3,126,127,3,1
2551,20,9,8,1,8,14,6,5,0,1,0,0,1902.3685757483825,1300.4876739330157,3,4,153,129,13,-6
2552,22,6,9,2,11,3,10,3,0,1,0,0,2093.5646535538563,1427.4635372602856,3,10,154,119,8,-6
2553,9,11,2,5,6,14,4,1,1,2,0,0,1481.456017483475,2055.0608186778236,4,4,106,135,-5,8
2554,10,20,3,9,10,8,1,6,2,1,0,0,1270.2474681764959,1958.9223918630094,11,3,156,136,-5,13
2555,11,10,3,5,11,14,5,6,2,2,0,0,1504.154269257652,1758.6520802348837,4,3,123,115,2,-6
2556,20,10,7,5,14,7,6,4,1,0,0,0,1835.3217979360259,1466.2355097812258,10,4,163,124,7,-6
2557,18,12,5,3,10,10,5,4,3,4,0,0,1408.0364002063923,2024.2725327186117,4,11,114,149,-4,11
2558,17,13,6,6,15,12,3,5,1,2,0,0,1257.1367513309726,1835.3449768178393,3,3,149,160,-7,7
2559,19,7,9,1,10,9,7,5,1,1,0,0,1972.0331087085326,1393.0288332899859,10,10,141,126,13,-3
2560,10,21,4,5,6,9,2,6,2,1,0,0,1300.4809838440954,2093.569159853566,10,10,122,167,-7,8
2561,15,11,4,4,17,16,6,3,1,3,0,0,1380.316661856138,1241.331281614503,11,7,125,150,2,-7
2562,15,12,3,5,10,15,7,5,0,4,0,1,1427.459030960576,1284.5504078497038,10,11,115,115,-6,-4
2563,12,14,2,8,10,9,2,5,1,1,0,0,1338.9587729869304,1334.0601660675045,11,11,87,115,-5,-12
2564,14,9,5,2,7,16,7,5,1,2,0,0,1289.8643878263774,1504.9714256388368,11,10,94,122,-2,3
2565,22,12,7,5,10,11,9,2,3,3,0,0,2039.2800996350181,1577.824702899854,11,12,146,136,10,2
2566,15,12,9,4,11,9,3,4,1,2,0,1,1757.834923853699,1465.7830831754811,11,11,109,107,-7,-4
2567,11,5,3,1,12,10,4,2,1,1,0,0,2070.733752985818,1851.150446534309,11,8,137,165,7,7
2568,10,16,3,5,13,16,4,5,0,3,0,0,1466.2123308994123,1902.3752658373028,12,12,127,163,-8,14
2569,12,9,3,6,13,9,4,9,0,0,0,0,1371.2196467750796,1448.4688651295853,7,5,115,126,-8,-6
2570,43,3,16,0,6,5,9,2,0,0,0,1,2084.0191373021285,1290.5039971807007,7,7,171,93,7,1
2571,16,7,4,3,11,7,9,4,0,0,0,0,1465.7462029574665,1972.0398950317285,6,7,106,139,-8,15
2572,20,15,3,3,10,7,10,5,0,0,0,0,1587.8110532137073,1310.0310063955326,6,7,139,120,2,-6
2573,17,12,4,3,15,14,8,4,3,4,0,0,1504.3318162845135,1380.464928987359,7,7,118,130,0,4
2574,10,14,4,5,8,9,4,4,2,1,0,0,1851.0506250226583,1417.5415084196225,6,7,161,108,4,-5
2575,15,7,4,3,14,11,6,4,0,1,0,0,1393.02204696679,1301.7992922793553,7,7,119,84,-5,-9
2576,19,8,8,3,14,11,6,6,0,2,0,0,1294.4679303906573,2029.2937493211648,8,7,109,140,-3,8
2577,7,6,1,4,14,17,2,3,2,2,1,0,1920.1187316071298,2070.8335744974684,6,7,158,139,12,10
2578,14,8,1,3,11,12,1,3,2,1,0,0,1241.183014483282,1757.8718040717135,8,7,150,115,-9,-3
2579,16,13,10,2,7,9,6,5,1,0,0,1,1996.825421058554,1900.8392305886966,14,13,135,147,18,11
2580,19,7,10,2,5,22,9,0,1,6,0,0,2039.2135285744212,1484.4538783904352,13,14,141,124,9,-1
